image;Majority Human;GPT-4o;GPT-4o Explanation
christianlindner/2021-09-26_10-50-55_UTC_1.jpg;Campaign Event;Campaign Event;The image shows a large crowd gathered in front of a stage where a person is speaking, indicating a formal gathering or rally. This setting is typical of a campaign event.
olafscholz/2021-09-16_19-01-33_UTC_1.jpg;Campaign Event;Campaign Event;The image shows two individuals in a formal setting, likely at a podium or stage, engaging in a gesture that suggests a formal or semi-formal interaction. This setting and context align with a campaign event where public figures might be addressing an audience or participating in a formal gathering.
abaerbock/2021-09-22_19-23-29_UTC_1.jpg;Campaign Event;Campaign Event;The image shows a person speaking to a crowd in an outdoor setting, which is typical of a political rally or public speech.
christianlindner/2021-09-16_18-15-11_UTC_2.jpg;Campaign Event;Campaign Event;The image shows a formal setting with speakers at podiums, indicating a structured event where political figures are addressing an audience. The presence of a backdrop with party branding suggests this is a public-facing event.
abaerbock/2021-09-21_14-36-27_UTC_4.jpg;Campaign Event;Campaign Event;The image shows a large gathering of people in front of a stage, indicating a public event. The presence of a stage and a crowd suggests it is a formal gathering, likely a political rally or speech.
fw_bayern/2021-09-22_19-02-44_UTC_1.jpg;Campaign Event;Campaign Event;The image shows a person speaking at a podium with a banner for 'Freie Wähler,' indicating a formal gathering or meeting. This setting suggests a political event where a speech or presentation is taking place.
robert.habeck/2021-09-23_09-08-52_UTC_1.jpg;Campaign Event;Campaign Event;The image shows a politician speaking to a crowd in an outdoor setting, indicating a public gathering or rally.
robert.habeck/2021-09-24_09-22-06_UTC_5.jpg;Campaign Event;Behind The Scenes;The image shows individuals in a candid, informal setting, possibly during a break or behind the scenes of an event. The relaxed posture and setting suggest it is not part of a formal campaign event.
afd.bund_17-09-2021_00:00_video12.jpeg;Campaign Event;Campaign Event;The image shows a stage setup with individuals standing at a podium, which is typical of a political event or rally.
fdp_17-09-2021_00:00_image0.jpeg;Campaign Event;Campaign Event;The image shows individuals standing at podiums in a formal setting, likely addressing an audience or media, which is characteristic of a campaign event.
christianlindner_26-09-2021_00:00_image6.jpeg;Campaign Event;Campaign Event;The image shows a group of people on a stage, likely at a political event, with text thanking attendees. This setting and context suggest it is part of a formal gathering or rally.
saskiaesken_25-09-2021_00:00_image4.jpeg;Campaign Event;Campaign Event;The image shows a politician on a stage, likely addressing an audience, which is typical of a campaign event.
abaerbock_21-09-2021_00:00_video2.jpeg;Campaign Event;Campaign Event;The image shows a live performance on a stage, which is typical of a public event setting.
robert.habeck_13-09-2021_00:00_video1.jpeg;Campaign Event;Campaign Event;The image shows a stage setup with a crowd in the background, indicating a public gathering or rally. This setting is typical of a campaign event where politicians address an audience.
markus.soeder_16-09-2021_00:00_video8.jpeg;Campaign Event;Campaign Event;The image shows a group of people on a stage, which is typical of a political event such as a rally or speech.
robert.habeck_24-09-2021_00:00_video1.jpeg;Campaign Event;Campaign Event;The image shows a person speaking on a stage with an audience, indicating a formal gathering or rally.
robert.habeck_22-09-2021_00:00_video0.jpeg;Campaign Event;Campaign Event;The image shows a person speaking into a microphone in an outdoor setting, likely addressing an audience. This setting and activity are typical of a political rally or public speech.
olafscholz_23-09-2021_00:00_video2.jpeg;Campaign Event;Campaign Event;The image shows a public speaking event with individuals on a stage, which is typical of a campaign event where politicians address an audience.
abaerbock_21-09-2021_00:00_image15.jpeg;Campaign Event;Campaign Event;The image shows a public gathering with a stage and a speaker addressing an audience, which is typical of a political event.
cdu_26-09-2021_00:00_video11.jpeg;Campaign Event;Campaign Event;The image shows a politician speaking at a podium with an audience, indicating a formal gathering or rally.
armin_laschet_17-09-2021_00:00_image9.jpeg;Campaign Event;Campaign Event;The image shows a politician speaking at a podium with a backdrop featuring a political party logo, indicating a formal gathering or speech. This setting is typical of a campaign event.
olafscholz_26-09-2021_00:00_image3.jpeg;Campaign Event;Individual Voter Contact;The image shows a politician interacting with a group of people, likely voters, in a public setting. The presence of text overlays with a message suggests a campaign context, but the primary focus is on the direct interaction with individuals.
christianlindner_25-09-2021_00:00_video1.jpeg;Campaign Event;Campaign Event;The image shows a public gathering with a stage and audience, indicating a formal event setting.
spdde/2021-09-14_12-19-45_UTC.jpg;Media Work;Media Work;The image shows a person in a formal setting, likely during a media interview or talk show, which is typical of media coverage.
armin_laschet_25-09-2021_00:00_video1.jpeg;Media Work;Media Work;The image is a still from a TV interview, which is a form of media coverage. It shows a politician being interviewed on a television program, with text indicating the source and context of the interview.
engin_eroglu__16-09-2021_00:00_video4.jpeg;Media Work;Behind The Scenes;The image shows a behind-the-scenes moment where a team is preparing to film or photograph a person in a hallway, likely for a media or campaign-related purpose. This setting is informal and captures the preparatory aspect of media work.
fw_bayern_13-09-2021_00:00_video5.jpeg;Media Work;Media Work;The image shows a person on a screen, likely from a TV interview or media appearance, discussing a topic. This fits the 'Media Work' category as it involves media coverage.
armin_laschet/2021-09-25_12-43-21_UTC_6.jpg;Media Work;Media Work;The image shows a politician interacting with media personnel, with a crowd holding campaign signs in the background. This setting suggests a public event where media coverage is taking place.
markus.soeder_20-09-2021_00:00_image0.jpeg;Media Work;Media Work;The image shows a behind-the-scenes view of a studio setup with a green screen, cameras, and people preparing for a broadcast or recording. This setting is indicative of media production activities.
dielinke/2021-09-22_07-45-52_UTC_2.jpg;Media Work;Media Work;The image shows a person being filmed or interviewed in front of a building with a political message projected onto it. This setup suggests media coverage or a press event.
armin_laschet_24-09-2021_00:00_video10.jpeg;Media Work;Media Work;The image shows a politician during a televised discussion or interview, which is indicative of media coverage.
susanne_hennig_wellsow_16-09-2021_00:00_video4.jpeg;Media Work;Media Work;The image shows a setup for a media interview or discussion, with cameras and a branded backdrop, indicating media work related to the campaign.
armin_laschet_24-09-2021_00:00_video12.jpeg;Media Work;Media Work;The image shows a politician during a televised discussion or interview, which is indicative of media coverage.
christlichsozialeunion_20-09-2021_00:00_video9.jpeg;Media Work;Behind The Scenes;The image shows a behind-the-scenes view of a live broadcast setup, including monitors and a green screen, indicating preparation and production activities not visible to the public during the actual broadcast.
